ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,DM_category
62889,1,2) $100 - $200,142.94,1,0,Rural,0,Phone,Womens E-Mail,4
62890,1,"7) $1,000 +",1198.36,0,1,Urban,1,Multichannel,Womens E-Mail,1
62891,11,2) $100 - $200,164.0,0,1,Urban,0,Web,No E-Mail,5
62892,1,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2
62893,9,2) $100 - $200,104.64,0,1,Urban,1,Web,No E-Mail,5
62894,4,1) $0 - $100,35.7,1,0,Rural,0,Web,Womens E-Mail,4
62895,1,1) $0 - $100,54.29,1,0,Rural,1,Web,Mens E-Mail,2
62896,1,5) $500 - $750,619.85,1,1,Surburban,1,Web,Mens E-Mail,5
62897,5,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,3
62898,2,"6) $750 - $1,000",818.92,0,1,Rural,1,Multichannel,No E-Mail,5
62899,1,5) $500 - $750,705.85,1,1,Urban,1,Web,Womens E-Mail,5
62900,3,4) $350 - $500,408.76,0,1,Surburban,0,Multichannel,No E-Mail,5
62901,8,5) $500 - $750,613.07,0,1,Surburban,1,Web,Mens E-Mail,3
62902,6,2) $100 - $200,147.77,0,1,Surburban,1,Web,Womens E-Mail,1
62903,10,1) $0 - $100,57.87,1,0,Surburban,1,Phone,Mens E-Mail,2
62904,4,1) $0 - $100,48.3,1,0,Surburban,0,Phone,Mens E-Mail,2
62905,10,2) $100 - $200,150.51,1,0,Rural,0,Web,No E-Mail,6
62906,4,4) $350 - $500,423.13,1,0,Surburban,0,Phone,Mens E-Mail,2
62907,1,5) $500 - $750,578.24,1,0,Urban,1,Multichannel,Mens E-Mail,2
62908,4,5) $500 - $750,631.27,1,1,Urban,1,Phone,Mens E-Mail,5
62909,1,"6) $750 - $1,000",952.5,1,1,Rural,1,Phone,Mens E-Mail,5
62910,10,1) $0 - $100,85.75,0,1,Urban,0,Phone,Mens E-Mail,3
62911,2,4) $350 - $500,385.04,1,1,Surburban,0,Multichannel,No E-Mail,11
62912,2,2) $100 - $200,179.18,0,1,Rural,0,Web,No E-Mail,5
62913,9,3) $200 - $350,343.69,0,1,Rural,0,Phone,Mens E-Mail,3
62914,4,1) $0 - $100,79.8,0,1,Rural,0,Web,Mens E-Mail,3
62915,10,5) $500 - $750,613.12,1,1,Urban,1,Multichannel,Womens E-Mail,5
62916,2,4) $350 - $500,427.79,0,1,Surburban,1,Multichannel,No E-Mail,5
62917,2,2) $100 - $200,165.54,0,1,Rural,0,Phone,Womens E-Mail,1
62918,2,4) $350 - $500,404.04,1,0,Urban,0,Phone,Mens E-Mail,2
62919,11,3) $200 - $350,228.16,1,0,Surburban,0,Phone,No E-Mail,6
62920,12,1) $0 - $100,97.26,0,1,Urban,1,Phone,Womens E-Mail,1
62921,2,4) $350 - $500,431.53,0,1,Urban,0,Web,No E-Mail,5
62922,7,4) $350 - $500,377.33,0,1,Surburban,1,Web,Womens E-Mail,1
62923,11,1) $0 - $100,80.28,1,0,Surburban,0,Web,Womens E-Mail,4
62924,9,2) $100 - $200,133.18,1,0,Surburban,1,Web,Womens E-Mail,4
62925,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,1
62926,5,3) $200 - $350,258.43,1,1,Rural,0,Multichannel,Mens E-Mail,5
62927,3,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,5
62928,6,"6) $750 - $1,000",898.09,1,1,Surburban,1,Multichannel,Mens E-Mail,5
62929,6,3) $200 - $350,295.8,1,0,Surburban,0,Phone,Mens E-Mail,2
62930,10,2) $100 - $200,198.09,1,0,Surburban,0,Phone,Womens E-Mail,4
62931,8,3) $200 - $350,322.72,0,1,Rural,0,Web,Mens E-Mail,3
62932,10,4) $350 - $500,486.17,1,1,Urban,0,Web,Womens E-Mail,5
62933,11,1) $0 - $100,50.6,1,0,Urban,1,Web,No E-Mail,6
62934,1,"6) $750 - $1,000",875.31,1,1,Urban,1,Multichannel,Mens E-Mail,5
62935,8,3) $200 - $350,248.51,0,1,Rural,1,Web,No E-Mail,5
62936,4,2) $100 - $200,136.93,0,1,Rural,1,Web,No E-Mail,5
62937,9,3) $200 - $350,280.4,1,0,Rural,1,Web,No E-Mail,6
62938,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,3
62939,1,"6) $750 - $1,000",774.35,1,1,Urban,1,Phone,Womens E-Mail,5
62940,2,"6) $750 - $1,000",853.27,0,1,Urban,1,Multichannel,Womens E-Mail,1
62941,10,2) $100 - $200,128.95,1,0,Urban,0,Web,Womens E-Mail,4
62942,10,5) $500 - $750,579.07,0,1,Surburban,1,Multichannel,Womens E-Mail,1
62943,9,1) $0 - $100,42.96,0,1,Surburban,0,Web,No E-Mail,5
62944,11,4) $350 - $500,362.12,1,0,Urban,1,Web,Mens E-Mail,2
62945,1,1) $0 - $100,57.44,0,1,Rural,0,Phone,Womens E-Mail,1
62946,4,2) $100 - $200,162.06,1,0,Urban,0,Phone,Mens E-Mail,2
62947,4,3) $200 - $350,345.16,0,1,Rural,0,Web,Mens E-Mail,3
62948,10,1) $0 - $100,79.4,0,1,Surburban,1,Web,No E-Mail,5
62949,5,1) $0 - $100,78.36,1,0,Urban,1,Web,Womens E-Mail,4
62950,2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
62951,2,3) $200 - $350,235.81,0,1,Surburban,0,Phone,Mens E-Mail,3
62952,11,1) $0 - $100,44.64,0,1,Surburban,0,Phone,Mens E-Mail,3
62953,9,1) $0 - $100,34.91,0,1,Urban,0,Web,No E-Mail,5
62954,3,5) $500 - $750,523.23,0,1,Urban,1,Phone,No E-Mail,5
62955,9,3) $200 - $350,334.07,0,1,Urban,0,Web,Womens E-Mail,1
62956,11,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,5
62957,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1
62958,7,3) $200 - $350,243.47,1,0,Urban,1,Web,Mens E-Mail,2
62959,3,2) $100 - $200,157.97,1,0,Rural,1,Web,No E-Mail,6
62960,3,1) $0 - $100,93.97,0,1,Urban,1,Phone,Mens E-Mail,3
62961,1,"7) $1,000 +",1012.56,0,1,Urban,1,Multichannel,No E-Mail,5
62962,10,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,6
62963,10,2) $100 - $200,102.53,1,0,Rural,0,Phone,Womens E-Mail,4
62964,7,4) $350 - $500,471.53,0,1,Surburban,1,Web,No E-Mail,5
62965,8,5) $500 - $750,553.88,1,0,Rural,1,Multichannel,No E-Mail,6
62966,1,2) $100 - $200,134.28,1,0,Urban,0,Web,No E-Mail,6
62967,2,1) $0 - $100,88.32,1,0,Surburban,1,Phone,Womens E-Mail,4
62968,1,"7) $1,000 +",1465.8,1,1,Surburban,1,Web,Mens E-Mail,5
62969,10,1) $0 - $100,73.04,0,1,Surburban,1,Phone,No E-Mail,5
62970,6,5) $500 - $750,507.52,1,0,Urban,1,Multichannel,Womens E-Mail,4
62971,3,4) $350 - $500,452.63,0,1,Surburban,0,Multichannel,No E-Mail,5
62972,10,2) $100 - $200,179.85,0,1,Urban,0,Web,Womens E-Mail,1
62973,10,2) $100 - $200,151.83,0,1,Surburban,0,Phone,Mens E-Mail,3
62974,9,1) $0 - $100,74.28,1,0,Urban,0,Phone,No E-Mail,6
62975,10,1) $0 - $100,80.17,1,0,Surburban,0,Web,No E-Mail,6
62976,8,1) $0 - $100,34.18,0,1,Surburban,0,Web,Womens E-Mail,1
62977,7,1) $0 - $100,94.22,0,1,Surburban,1,Phone,No E-Mail,5
62978,2,3) $200 - $350,326.65,1,0,Urban,0,Phone,Mens E-Mail,2
62979,2,3) $200 - $350,279.56,1,1,Surburban,0,Web,Womens E-Mail,5
62980,10,1) $0 - $100,73.73,0,1,Surburban,0,Web,Mens E-Mail,3
62981,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3
62982,7,3) $200 - $350,227.25,1,0,Surburban,0,Web,No E-Mail,6
62983,6,3) $200 - $350,287.75,1,0,Rural,1,Multichannel,Womens E-Mail,4
62984,5,3) $200 - $350,229.96,1,1,Urban,0,Web,Womens E-Mail,5
62985,2,4) $350 - $500,454.83,0,1,Urban,0,Multichannel,Mens E-Mail,3
62986,9,1) $0 - $100,34.58,1,0,Urban,1,Web,Womens E-Mail,4
62987,4,5) $500 - $750,633.03,1,0,Rural,1,Multichannel,Womens E-Mail,4
62988,4,2) $100 - $200,191.04,0,1,Urban,0,Web,No E-Mail,5
62989,1,5) $500 - $750,697.9,1,0,Surburban,1,Web,No E-Mail,6
62990,10,1) $0 - $100,42.14,1,0,Surburban,0,Web,Mens E-Mail,2
62991,6,3) $200 - $350,221.57,0,1,Urban,0,Multichannel,Womens E-Mail,1
62992,3,3) $200 - $350,279.98,1,1,Surburban,1,Phone,Mens E-Mail,5
62993,3,5) $500 - $750,682.04,1,0,Surburban,1,Multichannel,Womens E-Mail,4
62994,9,3) $200 - $350,250.87,1,0,Urban,1,Web,Mens E-Mail,2
62995,12,1) $0 - $100,79.48,0,1,Urban,0,Phone,Womens E-Mail,1
62996,2,3) $200 - $350,283.03,0,1,Urban,0,Phone,Mens E-Mail,3
62997,11,1) $0 - $100,89.65,1,0,Surburban,1,Web,Mens E-Mail,2
62998,1,5) $500 - $750,666.57,1,1,Urban,1,Multichannel,Mens E-Mail,5
62999,3,2) $100 - $200,155.94,0,1,Urban,0,Web,No E-Mail,5
63000,12,2) $100 - $200,178.0,1,0,Urban,0,Web,Womens E-Mail,4
63001,3,4) $350 - $500,366.6,1,0,Surburban,0,Phone,Mens E-Mail,2
63002,9,5) $500 - $750,688.42,1,1,Surburban,1,Phone,Womens E-Mail,5
63003,8,2) $100 - $200,192.66,1,0,Surburban,0,Web,Womens E-Mail,4
63004,4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,1
63005,6,1) $0 - $100,42.92,1,0,Surburban,0,Phone,Womens E-Mail,4
63006,9,2) $100 - $200,155.85,1,0,Rural,0,Phone,Mens E-Mail,2
63007,4,2) $100 - $200,139.76,0,1,Surburban,1,Web,Womens E-Mail,1
63008,1,"6) $750 - $1,000",975.54,1,0,Surburban,1,Multichannel,No E-Mail,6
63009,8,2) $100 - $200,192.46,1,0,Urban,1,Web,Womens E-Mail,4
63010,5,2) $100 - $200,103.74,0,1,Surburban,1,Web,Womens E-Mail,1
63011,6,3) $200 - $350,290.89,0,1,Surburban,0,Multichannel,No E-Mail,5
63012,10,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,5
63013,5,2) $100 - $200,148.43,1,0,Surburban,0,Phone,Womens E-Mail,4
63014,2,3) $200 - $350,223.66,1,1,Surburban,0,Phone,Womens E-Mail,5
63015,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,2
63016,4,4) $350 - $500,408.53,1,1,Rural,0,Multichannel,Mens E-Mail,5
63017,4,4) $350 - $500,440.83,1,0,Urban,0,Phone,No E-Mail,6
63018,9,4) $350 - $500,399.15,0,1,Urban,1,Multichannel,Womens E-Mail,1
63019,9,1) $0 - $100,49.21,0,1,Urban,1,Phone,No E-Mail,5
63020,5,1) $0 - $100,81.48,1,0,Rural,0,Web,Womens E-Mail,4
63021,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,5
63022,3,4) $350 - $500,432.43,0,1,Urban,1,Web,No E-Mail,5
63023,6,4) $350 - $500,368.87,1,0,Rural,1,Phone,No E-Mail,6
63024,5,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5
63025,1,3) $200 - $350,319.4,0,1,Urban,0,Web,No E-Mail,5
63026,2,3) $200 - $350,232.69,1,1,Urban,0,Web,Mens E-Mail,5
63027,4,3) $200 - $350,223.28,1,0,Urban,1,Phone,Mens E-Mail,2
63028,8,2) $100 - $200,154.88,1,0,Surburban,0,Phone,No E-Mail,6
63029,6,4) $350 - $500,497.14,1,0,Surburban,0,Phone,Mens E-Mail,2
63030,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1
63031,1,1) $0 - $100,73.57,0,1,Urban,0,Web,Womens E-Mail,1
63032,9,1) $0 - $100,39.13,1,0,Rural,1,Web,Mens E-Mail,2
63033,9,2) $100 - $200,139.31,1,0,Urban,0,Phone,Mens E-Mail,2
63034,1,2) $100 - $200,129.61,0,1,Urban,0,Web,No E-Mail,5
63035,10,3) $200 - $350,245.61,1,1,Rural,1,Phone,No E-Mail,11
63036,11,1) $0 - $100,97.13,0,1,Surburban,1,Web,No E-Mail,5
63037,1,2) $100 - $200,179.47,0,1,Urban,0,Phone,No E-Mail,5
63038,3,2) $100 - $200,182.93,1,0,Urban,1,Phone,Womens E-Mail,4
63039,3,1) $0 - $100,39.37,1,0,Surburban,0,Web,Mens E-Mail,2
63040,2,4) $350 - $500,399.12,0,1,Surburban,1,Multichannel,Mens E-Mail,3
63041,11,2) $100 - $200,152.8,1,0,Surburban,0,Phone,Womens E-Mail,4
63042,6,1) $0 - $100,62.36,1,0,Surburban,0,Web,No E-Mail,6
63043,4,4) $350 - $500,365.24,0,1,Urban,0,Phone,No E-Mail,5
63044,1,3) $200 - $350,257.03,0,1,Surburban,1,Phone,Mens E-Mail,3
63045,10,3) $200 - $350,244.91,0,1,Rural,1,Phone,No E-Mail,5
63046,7,3) $200 - $350,209.0,0,1,Surburban,1,Web,Womens E-Mail,1
63047,1,4) $350 - $500,364.02,1,1,Surburban,0,Multichannel,Mens E-Mail,5
63048,6,4) $350 - $500,451.07,1,1,Surburban,0,Phone,No E-Mail,11
63049,3,3) $200 - $350,335.43,0,1,Urban,0,Web,Womens E-Mail,1
63050,9,1) $0 - $100,42.81,0,1,Urban,0,Phone,No E-Mail,5
63051,1,4) $350 - $500,428.92,1,1,Urban,0,Multichannel,No E-Mail,11
63052,5,2) $100 - $200,150.46,0,1,Urban,0,Web,No E-Mail,5
63053,6,1) $0 - $100,97.83,1,0,Surburban,0,Web,Womens E-Mail,4
63054,9,3) $200 - $350,291.9,1,0,Surburban,0,Phone,No E-Mail,6
63055,4,5) $500 - $750,638.77,0,1,Urban,1,Multichannel,No E-Mail,5
63056,1,"7) $1,000 +",1570.2,1,1,Urban,1,Multichannel,Mens E-Mail,5
63057,3,1) $0 - $100,79.7,1,0,Urban,0,Phone,No E-Mail,6
63058,3,3) $200 - $350,332.79,1,0,Surburban,0,Web,Womens E-Mail,4
63059,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,2
63060,8,5) $500 - $750,736.46,1,1,Surburban,1,Multichannel,Mens E-Mail,5
63061,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5
63062,10,1) $0 - $100,92.57,0,1,Urban,1,Web,Womens E-Mail,1
63063,8,1) $0 - $100,32.01,0,1,Urban,0,Web,Womens E-Mail,1
63064,8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3
63065,2,3) $200 - $350,242.08,1,1,Urban,0,Phone,Womens E-Mail,5
63066,8,1) $0 - $100,44.27,1,0,Surburban,1,Web,Womens E-Mail,4
63067,5,4) $350 - $500,361.46,1,1,Urban,1,Web,Womens E-Mail,5
63068,8,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,2
63069,8,2) $100 - $200,111.77,0,1,Rural,0,Phone,Mens E-Mail,3
63070,4,"7) $1,000 +",1586.58,1,1,Urban,1,Phone,Mens E-Mail,5
63071,4,1) $0 - $100,74.67,0,1,Surburban,1,Phone,Mens E-Mail,3
63072,10,1) $0 - $100,54.02,1,0,Surburban,1,Web,Womens E-Mail,4
63073,5,1) $0 - $100,33.36,1,0,Urban,0,Web,Mens E-Mail,2
63074,2,4) $350 - $500,411.08,1,0,Surburban,1,Multichannel,Mens E-Mail,2
63075,7,"6) $750 - $1,000",774.05,1,1,Urban,1,Multichannel,No E-Mail,11
63076,1,"7) $1,000 +",1313.25,0,1,Urban,1,Phone,No E-Mail,5
63077,10,5) $500 - $750,506.48,0,1,Surburban,1,Phone,Mens E-Mail,3
63078,1,2) $100 - $200,123.74,1,0,Urban,1,Phone,Womens E-Mail,4
63079,2,1) $0 - $100,52.29,1,0,Surburban,0,Phone,Womens E-Mail,4
63080,3,1) $0 - $100,35.03,1,0,Surburban,1,Web,No E-Mail,6
63081,9,1) $0 - $100,75.11,1,0,Surburban,1,Phone,No E-Mail,6
63082,8,1) $0 - $100,59.38,1,0,Urban,0,Phone,Womens E-Mail,4
63083,12,"6) $750 - $1,000",991.76,1,1,Urban,1,Multichannel,Mens E-Mail,5
63084,1,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,3
63085,2,2) $100 - $200,111.87,1,0,Surburban,1,Phone,Womens E-Mail,4
63086,2,2) $100 - $200,162.23,0,1,Surburban,0,Phone,No E-Mail,5
63087,4,2) $100 - $200,120.71,1,0,Urban,1,Phone,No E-Mail,6
63088,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6
63089,1,5) $500 - $750,693.07,1,1,Urban,1,Phone,Mens E-Mail,5
63090,1,4) $350 - $500,489.49,1,0,Rural,0,Web,Womens E-Mail,4
63091,1,2) $100 - $200,100.02,1,0,Surburban,0,Phone,Mens E-Mail,2
63092,6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4
63093,10,1) $0 - $100,56.22,0,1,Surburban,0,Phone,No E-Mail,5
63094,12,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1
63095,1,1) $0 - $100,45.43,1,0,Urban,1,Phone,No E-Mail,6
63096,5,2) $100 - $200,151.59,1,0,Surburban,0,Web,Womens E-Mail,4
63097,5,3) $200 - $350,345.75,1,0,Surburban,1,Phone,Womens E-Mail,4
63098,1,4) $350 - $500,363.37,0,1,Rural,0,Web,Mens E-Mail,3
63099,3,2) $100 - $200,153.51,0,1,Urban,0,Web,Womens E-Mail,1
63100,1,3) $200 - $350,256.97,1,0,Urban,1,Phone,Mens E-Mail,2
63101,10,1) $0 - $100,62.47,0,1,Urban,1,Web,No E-Mail,5
63102,10,3) $200 - $350,277.66,0,1,Surburban,1,Multichannel,Womens E-Mail,1
63103,10,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
63104,7,2) $100 - $200,132.68,0,1,Urban,1,Web,Mens E-Mail,3
63105,3,5) $500 - $750,562.33,1,0,Urban,1,Phone,Womens E-Mail,4
63106,8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,4
63107,2,"6) $750 - $1,000",970.14,1,0,Urban,1,Multichannel,Mens E-Mail,2
63108,10,3) $200 - $350,210.66,0,1,Urban,0,Web,No E-Mail,5
63109,1,3) $200 - $350,333.35,1,0,Rural,0,Phone,Womens E-Mail,4
63110,2,4) $350 - $500,402.02,1,1,Urban,0,Multichannel,No E-Mail,11
63111,10,1) $0 - $100,40.1,0,1,Surburban,1,Web,Mens E-Mail,3
63112,3,2) $100 - $200,152.32,0,1,Surburban,0,Phone,Womens E-Mail,1
63113,9,1) $0 - $100,46.05,1,0,Surburban,0,Web,Womens E-Mail,4
63114,2,3) $200 - $350,257.97,1,1,Surburban,1,Phone,Mens E-Mail,5
63115,8,2) $100 - $200,174.76,1,0,Urban,0,Phone,Womens E-Mail,4
63116,7,4) $350 - $500,358.95,1,1,Surburban,0,Phone,Mens E-Mail,5
63117,7,1) $0 - $100,31.54,1,0,Surburban,1,Web,No E-Mail,6
63118,5,1) $0 - $100,35.61,1,0,Surburban,1,Web,No E-Mail,6
63119,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,2
63120,2,3) $200 - $350,307.1,0,1,Urban,0,Web,No E-Mail,5
63121,11,2) $100 - $200,127.21,0,1,Surburban,1,Phone,Womens E-Mail,1
63122,10,5) $500 - $750,510.3,1,0,Urban,1,Web,Mens E-Mail,2
63123,6,4) $350 - $500,404.35,1,0,Urban,1,Multichannel,Mens E-Mail,2
63124,9,2) $100 - $200,182.7,0,1,Urban,0,Phone,Mens E-Mail,3
63125,2,1) $0 - $100,76.74,1,0,Urban,0,Phone,No E-Mail,6
63126,2,5) $500 - $750,690.36,1,1,Urban,1,Web,Womens E-Mail,5
63127,2,2) $100 - $200,145.12,0,1,Urban,1,Phone,Mens E-Mail,3
63128,9,"7) $1,000 +",1085.63,1,1,Urban,1,Phone,Womens E-Mail,5
63129,1,4) $350 - $500,486.66,1,0,Surburban,0,Phone,Mens E-Mail,2
63130,11,2) $100 - $200,187.33,0,1,Surburban,1,Web,Womens E-Mail,1
63131,3,3) $200 - $350,260.84,1,1,Urban,1,Web,Mens E-Mail,5
63132,2,"6) $750 - $1,000",761.72,1,0,Surburban,1,Multichannel,Mens E-Mail,2
63133,9,2) $100 - $200,157.15,0,1,Urban,0,Web,No E-Mail,5
63134,12,3) $200 - $350,205.12,1,1,Surburban,1,Phone,Mens E-Mail,5
63135,2,3) $200 - $350,252.76,0,1,Rural,1,Phone,No E-Mail,5
63136,5,3) $200 - $350,288.09,0,1,Surburban,0,Multichannel,Womens E-Mail,1
63137,1,4) $350 - $500,376.59,1,0,Surburban,0,Multichannel,Mens E-Mail,2
63138,9,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,5
63139,4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,3
63140,5,4) $350 - $500,351.67,0,1,Urban,0,Multichannel,Mens E-Mail,3
63141,6,3) $200 - $350,302.41,1,0,Rural,0,Web,Mens E-Mail,2
63142,4,5) $500 - $750,566.72,1,0,Rural,1,Phone,Mens E-Mail,2
63143,10,2) $100 - $200,120.7,0,1,Surburban,1,Phone,Mens E-Mail,3
63144,3,2) $100 - $200,191.82,0,1,Urban,0,Phone,No E-Mail,5
63145,9,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,4
63146,1,1) $0 - $100,97.77,1,0,Surburban,1,Web,No E-Mail,6
63147,6,5) $500 - $750,594.9,1,0,Surburban,1,Web,No E-Mail,6
63148,1,4) $350 - $500,486.33,0,1,Urban,0,Multichannel,Womens E-Mail,1
63149,2,3) $200 - $350,257.3,1,0,Urban,1,Multichannel,Womens E-Mail,4
63150,10,2) $100 - $200,102.4,1,0,Surburban,1,Phone,Womens E-Mail,4
63151,10,1) $0 - $100,66.0,0,1,Surburban,0,Web,Womens E-Mail,1
63152,8,3) $200 - $350,215.83,1,0,Surburban,0,Phone,No E-Mail,6
63153,5,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,4
63154,5,1) $0 - $100,51.92,1,0,Urban,1,Web,Womens E-Mail,4
63155,10,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,2
63156,2,3) $200 - $350,283.42,1,0,Surburban,0,Web,No E-Mail,6
63157,10,3) $200 - $350,204.77,1,1,Urban,0,Phone,No E-Mail,11
63158,3,2) $100 - $200,129.86,0,1,Surburban,1,Web,Womens E-Mail,1
63159,9,4) $350 - $500,424.53,0,1,Rural,0,Multichannel,Mens E-Mail,3
63160,1,3) $200 - $350,345.23,1,1,Surburban,1,Phone,Mens E-Mail,5
63161,7,4) $350 - $500,490.1,1,0,Urban,0,Web,Womens E-Mail,4
63162,1,3) $200 - $350,252.86,0,1,Surburban,0,Multichannel,Mens E-Mail,3
63163,1,5) $500 - $750,729.9,1,0,Surburban,1,Web,Mens E-Mail,2
63164,9,1) $0 - $100,84.17,1,0,Urban,0,Phone,Womens E-Mail,4
63165,4,2) $100 - $200,141.9,1,0,Surburban,1,Phone,No E-Mail,6
63166,8,1) $0 - $100,45.79,0,1,Urban,1,Phone,Womens E-Mail,1
63167,7,5) $500 - $750,592.1,1,1,Urban,1,Multichannel,Womens E-Mail,5
63168,10,"6) $750 - $1,000",802.03,1,0,Surburban,1,Phone,No E-Mail,6
63169,9,1) $0 - $100,66.61,0,1,Urban,1,Web,Mens E-Mail,3
63170,9,"6) $750 - $1,000",923.9,1,0,Urban,1,Phone,Mens E-Mail,2
63171,2,1) $0 - $100,86.82,0,1,Urban,1,Web,Mens E-Mail,3
63172,10,3) $200 - $350,265.9,1,1,Urban,0,Multichannel,Mens E-Mail,5
63173,3,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,4
63174,1,4) $350 - $500,426.7,0,1,Surburban,1,Web,Womens E-Mail,1
63175,5,2) $100 - $200,121.64,1,0,Rural,1,Phone,Mens E-Mail,2
63176,6,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,1
63177,6,3) $200 - $350,218.05,1,0,Surburban,1,Phone,Womens E-Mail,4
63178,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,6
63179,3,1) $0 - $100,77.37,0,1,Urban,1,Web,Mens E-Mail,3
63180,12,2) $100 - $200,179.41,1,0,Rural,0,Web,Womens E-Mail,4
63181,6,1) $0 - $100,64.53,1,0,Rural,1,Phone,No E-Mail,6
63182,1,"7) $1,000 +",1145.7,1,1,Surburban,1,Phone,Womens E-Mail,5
63183,10,1) $0 - $100,63.77,0,1,Surburban,1,Web,Womens E-Mail,1
63184,1,"6) $750 - $1,000",784.99,1,0,Surburban,1,Phone,Womens E-Mail,4
63185,10,1) $0 - $100,97.23,1,0,Surburban,1,Web,Womens E-Mail,4
63186,3,2) $100 - $200,148.15,1,0,Rural,0,Phone,No E-Mail,6
63187,3,3) $200 - $350,215.08,1,1,Rural,1,Multichannel,Womens E-Mail,5
63188,8,2) $100 - $200,185.73,1,0,Surburban,1,Phone,No E-Mail,6
63189,10,2) $100 - $200,196.02,1,0,Urban,0,Phone,No E-Mail,6
63190,8,1) $0 - $100,84.31,1,0,Urban,0,Phone,Mens E-Mail,2
63191,1,1) $0 - $100,89.18,0,1,Urban,0,Web,Womens E-Mail,1
63192,6,1) $0 - $100,39.3,0,1,Surburban,0,Phone,Womens E-Mail,1
63193,9,2) $100 - $200,160.2,0,1,Surburban,0,Web,No E-Mail,5
63194,1,2) $100 - $200,116.9,1,0,Rural,1,Phone,Womens E-Mail,4
63195,2,4) $350 - $500,435.65,0,1,Surburban,0,Web,Womens E-Mail,1
63196,2,2) $100 - $200,131.43,1,0,Urban,0,Web,Womens E-Mail,4
63197,8,3) $200 - $350,273.14,0,1,Urban,1,Phone,Womens E-Mail,1
63198,1,2) $100 - $200,134.78,1,0,Surburban,1,Phone,No E-Mail,6
63199,4,1) $0 - $100,65.96,1,0,Urban,1,Phone,No E-Mail,6
63200,10,2) $100 - $200,160.96,1,0,Urban,0,Web,No E-Mail,6
63201,2,1) $0 - $100,72.41,1,0,Surburban,1,Web,Mens E-Mail,2
63202,11,2) $100 - $200,108.44,1,0,Surburban,1,Phone,Mens E-Mail,2
63203,6,5) $500 - $750,593.23,1,0,Surburban,1,Multichannel,Womens E-Mail,4
63204,6,2) $100 - $200,110.57,1,0,Surburban,0,Web,Mens E-Mail,2
63205,10,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,2
63206,3,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,2
63207,11,5) $500 - $750,622.07,0,1,Rural,1,Multichannel,Mens E-Mail,3
63208,1,2) $100 - $200,186.49,0,1,Urban,1,Phone,Mens E-Mail,3
63209,10,"6) $750 - $1,000",788.51,1,0,Surburban,1,Web,Mens E-Mail,2
63210,9,"6) $750 - $1,000",876.65,1,1,Urban,1,Phone,Womens E-Mail,5
63211,1,"7) $1,000 +",1047.69,1,1,Urban,1,Phone,Mens E-Mail,5
63212,11,3) $200 - $350,344.4,0,1,Surburban,0,Web,Womens E-Mail,1
63213,3,2) $100 - $200,123.61,0,1,Urban,1,Phone,No E-Mail,5
